Gene Name,S1_MS1 precursor area,S10_MS1 precursor area,S11_MS1 precursor area,S12_MS1 precursor area,S13_MS1 precursor area,S14_MS1 precursor area,S15_MS1 precursor area,S16_MS1 precursor area,S17_MS1 precursor area,S18_MS1 precursor area,S19_MS1 precursor area,S2_MS1 precursor area,S20_MS1 precursor area,S21_MS1 precursor area,S22_MS1 precursor area,S23_MS1 precursor area,S25_MS1 precursor area,S26_MS1 precursor area,S27_MS1 precursor area,S28_MS1 precursor area,S29_MS1 precursor area,S3_MS1 precursor area,S30_MS1 precursor area,S31_MS1 precursor area,S32_MS1 precursor area,S33_MS1 precursor area,S34_MS1 precursor area,S35_MS1 precursor area,S36_MS1 precursor area,S37_MS1 precursor area,S38_MS1 precursor area,S4_MS1 precursor area,S5_MS1 precursor area,S6_MS1 precursor area,S7_MS1 precursor area,S8_MS1 precursor area,S9_MS1 precursor area
SH3BGR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195797011.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PPFIA1,553829918,862331211.2,618214444.3,949533289.9,1511846922,1977664199,573925313.6,507791681,507609871.6,460441914.5,8292994384,597803358.1,118531530.1,492708318.6,508184187.6,743637899.1,430034670.2,546879086.7,670303072.3,474738866.8,676073993.7,703980787.2,5160970235,420051101.4,1140095476,356926815.3,490586794.7,524704935.2,385778703.6,221112412.8,426110758.6,857067346.3,1599523839,604826872.3,763819738.4,953265471.8,655935672.3
PPTC7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1395162189
SWI5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,596801624.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DUSP14,NA,NA,926471665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B9D2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166209145.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LIPT2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105600866.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZNF414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143075212.1,NA,NA,NA,NA
ADD1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,544471891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ELOVL7,NA,NA,277484743.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FANCE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52009255.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZNF652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1699840083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZNF8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100869461.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OVOL1,NA,NA,197317925.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HSPA7,NA,NA,238379713.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GEN1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235635501.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GMEB1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270613082.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KANSL2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RPGRIP1,NA,NA,NA,NA,NA,NA,NA,NA,3709128870,2636865709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1154024792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZCCHC2,NA,NA,57664139.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61604852.87,NA,NA,NA,NA
ALDH9A1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210699925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NSUN2,NA,NA,289485896.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLC9A7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202924748.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DMAC2L,NA,NA,94164488.42,NA,NA,NA,NA,NA,NA,593196540,NA,NA,NA,NA,NA,NA,229943949.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,363013572.7,NA
CCDC160,NA,NA,247639187.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZNF608,NA,NA,NA,NA,NA,NA,15792811.69,NA,NA,NA,NA,NA,NA,104965843.5,238106472.3,223095926.8,41364331.49,263245933.1,2356868139,253968565.8,119014060.7,NA,145430817.1,448338272,48070852.56,NA,119996755.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IFFO2,NA,NA,130316005.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JOSD1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313468975.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALKBH7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158075675.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCDC117,407168123.8,201311596.4,146167200.8,143669961.6,147852043.6,946688468.8,139644575.9,163184684.9,NA,105952772.6,107092828.3,318572908.9,NA,278442817.2,134341022.9,286500720.8,117675385.7,178256047.5,976308846.5,327256224.4,281392792.7,170001368.2,272506060.5,403264669.9,477937156.6,232765219.6,NA,211814106.7,176181187.7,NA,221479022.5,NA,512793559.5,143224775.4,346074901.1,209884863.7,281023186.8
CCNE1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,516632280,NA,NA,NA,NA
KRT6A,NA,NA,171633377.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATL2,NA,NA,25543779.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COL2A1,1253369977,366596176.5,1486965775,4049288414,1213537595,1658527486,931815474.5,796059911.9,780852899.2,142263973.7,3254072609,1358735733,3144492990,1209272450,836209827.8,6756592094,1027689926,1629532482,10607999036,5092520876,3656365050,2936341898,2178709916,7411903584,6711257614,980615087.6,1576199019,3243202866,7810104402,3191300690,2876132737,1518949635,2037108275,3068277748,2952195888,2036253555,1469745151
RBM22,1084959698,731204603.9,273272548.2,236693416.6,387053402.4,8424106138,1440898235,1082317419,523079483.4,1178969598,740933225.3,1128711226,NA,792358288.9,512530723,582853537.6,714281366.3,NA,645691586,1505144402,948771913.9,495554486,1254778961,1082928765,853328889.6,1030793566,133296989,803459986.6,681904404.8,669277759.1,823585148.4,1259375076,785071033.1,970517699,461452754.7,NA,803562102.9
SWSAP1,NA,NA,NA,NA,NA,91043411.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLC30A6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133655104.6,NA,NA,NA,NA
ANK3,717803846.6,767443661.3,1114689555,1786774863,500326160.8,418254681.1,712063036,468439596.9,1364199864,1157067331,164184592.4,3069429218,65665732.16,1482671966,851830940.4,781968614.3,391693464.1,869242996.6,876041167.4,1418731176,1274084502,1526218691,1117223455,867797038.7,1563431407,725818633.1,917050092.6,692798456.8,968444395.5,714566055.5,597060707.1,255887824.9,323795658.7,384464369.7,241189454,304473186.4,2607222116
DNAH8,NA,NA,NA,NA,NA,NA,NA,NA,NA,368844957.3,NA,NA,NA,NA,NA,NA,NA,138602698.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,723511384,NA,NA,NA,NA,NA,NA,164541719.5,NA,NA
PDCL,438310171.1,425571478.7,461922600.2,190267818.3,217910479.4,392281158.9,382848287.5,433160642.3,502739731.1,244967884.3,408012151.1,362583487.1,NA,330682553.5,101919773.5,395293629,99252648.44,445071593.6,510390602.4,433560242.1,330455646.6,266077045.3,347743999.1,283802143.4,812425487.3,356202745.2,531575472.5,252864116.5,141083332.6,361044759.2,247274304.1,401379202.5,250307132.2,516567152,308149677.7,1169659464,497569016.4
AGPAT2,326482124.6,470717842.6,382527602.8,444909764.8,529236060,278277029.1,538505103.9,567182703.7,470125722,467516862,248096908.1,365543475.5,NA,481643896.9,392577875.7,NA,249743372.3,330237940,NA,NA,442265230.4,567129392.1,385957279.5,NA,NA,372365886.5,493788111.6,NA,NA,NA,NA,525509155.8,258299312.2,244260643.4,NA,NA,487770380.7
FMN2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5691140060,NA,NA,NA,NA
NIPBL,455260844.2,138026932.8,10139353337,159186240.4,222721745,367543199.3,376341780.9,384564035,333101236.4,229000380.3,141395267.6,324534552.8,NA,415527747,378477635.2,557195571.6,222397485.3,275322091,569600466.6,704968152.9,463376386.2,259526430.9,529688595.4,892959936.9,449219806.3,306394760.5,280036024.1,2571991267,512809600.8,444446870.9,634372404.7,187722723.8,209730119.7,418279342.5,206255086.8,NA,166763733.6
GNPAT,404096015,NA,NA,60422042.57,38471786.35,246988969.3,NA,NA,313942033.6,NA,363888333.8,991150529.9,NA,330459536.8,365234741.3,267255159.4,361978229.8,316203461.1,NA,529119287.7,332580207.6,297272578.6,429520677.3,213352806.6,NA,NA,NA,NA,334219981.3,475818091.3,256890464.7,171311235.5,384546065.8,395899522.1,239762017.2,330445767.9,222320304
PRRC1,1666052163,1527764122,914534709.5,1095020526,831264461.2,1147300455,1279090653,2378328827,1221301151,1466491083,1081997336,1691886157,718192976.4,1414404804,1137738239,1390765956,1006087345,1493255147,2032671049,1046049267,1542827087,1513631162,1136784153,1661075491,1193522108,859457939.2,1319568708,1538238783,1062367574,1196942165,760289423.1,1137037410,1215747289,1593696514,951542316.4,1683492392,1149835567
MTFMT,NA,NA,NA,317190412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70719759.77,26600992.73,NA,NA,3484341202,NA,NA,NA,130197028.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ADGB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5103223889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TSGA13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1211703012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TMEM175,NA,NA,NA,NA,NA,NA,NA,NA,126174494.2,NA,NA,NA,NA,NA,198816465.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZBTB48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204910225.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLN6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,631822646.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARF1,8334887954,5732903869,1675998830,8033130129,6644949639,6551367497,6646818310,6481404826,2309185223,7401041452,7642144344,5035109190,NA,9161233015,6577793164,7110774291,2340426278,5061355200,6241046489,8983533866,8929466657,2170723055,8068176254,9034140121,1730913660,5687380223,2163319871,8523482780,7068095349,2243207731,1642239425,8087821240,9743320552,7156302571,7698472474,10762917143,7216625749
CDIN1,NA,NA,NA,NA,NA,208870283.3,NA,NA,2760421667,NA,NA,NA,NA,183302066.5,4338980042,NA,NA,138188561.6,2887945607,2527846860,NA,NA,NA,4318670865,6362120962,NA,NA,221387229.3,125522202.9,NA,95891876.51,NA,NA,5287628609,NA,NA,NA
POMGNT1,169398621.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,710794909.1,NA,134845019.6,1005600835,441047895.9,NA,NA,309932728.7,241816899.1,236183816.8,NA,NA,697099967.6,348318723.6,516639729.3,197636394.8,NA,131713685.5,NA,144937378,226524966,234753130.2
AFP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,734233340.2,NA,NA,NA,NA
MAOA,319460585.9,136573811.6,363451570.6,580809056.6,237586746.7,317914688.1,943769629.7,257175279.2,107579029.5,NA,322730446.2,338254967.2,350641937.2,428305913.7,1222234466,496103806.4,NA,NA,360987052.2,488200970.3,711596710,740295470.9,641242331.8,338732205.6,285391436.9,394688140.8,219876970.9,144404109.2,141747350.7,1069672704,10922819716,232206367,301412562.6,411272721.9,NA,140220710.7,303397552.9
SARDH,NA,NA,NA,NA,115582132.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,394075445.1,NA,NA,NA,121998545.9,1004543275,NA,NA,NA,412990877.5,NA,NA,247789194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTF2I,2625739550,2351320229,1472836213,2542456843,2971550738,2508567506,2130958452,1589205395,1956793622,1961081877,1445606332,2953278677,NA,2753993000,2645789837,6156186836,2066084591,4720732175,6338344054,6588987999,3168005702,1936910683,2676218115,6451056034,16615975440,5842278978,2856122337,5368134962,7563250779,7261439339,2840935297,1843233123,2533573327,3640079343,2168721869,2830623193,2406386680
UTP15,1653107444,959212372.9,1067165563,567294917.1,941667850.2,880454567.1,946377666.4,1092384490,4535587889,707646808.3,1504725925,915853768.2,276472784.3,1208227648,1068603795,1362117105,956107393.6,785131350,1053882517,987486992.5,1354892132,1389236924,1577381678,1338353158,1760298634,884601632.2,1099788665,1126730308,957486820.9,1521294241,1372193109,1159470240,857443054.3,971291973,1295655704,1582564775,1177665186
AP4E1,118269753.2,NA,153080107.3,NA,105633160.7,50375023.47,175538251.8,116414327.9,1140173467,850634182.7,NA,120477983.8,NA,137303181.5,100119676,NA,86440488.1,122637927,315417644.7,111886626.5,95751140.59,97989964.88,143680086.7,170434597.3,356413654,546237035,459772632.8,NA,NA,87933968.91,84253604.6,86465172.45,99583103.41,117277759.1,135528653.7,140096692.5,NA
DYRK1B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34364856.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E2F8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288720713.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCK1,621248450,617988562.1,941388968.4,1025391949,699363478.3,725876806.8,1502940343,547326590.5,1843815146,735966988.9,817041970.8,584089719.4,226393476,303853808.1,1473883782,300207313.7,194967052,1040214429,1399689980,1004170784,1181535633,865024601.5,2332748346,1642069108,625094364.2,595756374.1,596555593.9,248770200.2,562149914.3,313979678.6,487351749.8,874477380.9,636715896,873746538.8,834702184.5,881432855.8,730081998.9
GPATCH3,NA,NA,NA,NA,NA,2886760145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPATA5L1,603685648.8,238670484.7,241986941.2,370043293.1,277303235.3,274570826.5,245473166.1,238412037.6,313255324.7,254619448.2,242051907.8,290093059.1,NA,200672112.6,200506483.5,313752158.9,134061689.3,387877272.5,246418052.1,312013753,9304242595,284688459.9,251659829.7,309697889.2,267771839.1,233314622.3,307014612.8,175633237,210557846.8,247360577.2,208575127.6,279381369.2,168843357.6,198481671.7,267438972.7,378230683.4,238472062
CDH13,1525276160,2984843530,2898598905,213288988,3290880134,3515576550,2466452855,2713841481,2858986676,2611639047,2475045697,4035531413,259105010.4,4303055016,3442542117,849846434.8,819429682.9,1911180063,1646087200,997118721.2,2800495076,1291797744,1322799666,2045898406,1620345518,843464204.9,1026209842,1208089071,501539202,1695121910,843757900.9,3441846527,1411738058,1922452037,948431231.3,NA,1492469255
CDK5RAP3,731270798.6,777121506.9,986367882.6,852296023.4,642113393.7,568572711.4,1069096568,907904191,797144974.8,714276162.8,751418257.2,810328036.3,473648477.6,971829641.6,972982049.2,904418247.2,686009106.2,1101655818,1594489954,1220431725,2182447997,735104124.3,986657702.2,1186981259,815148883.2,882913925,1141446432,444423449.7,537160088.1,761478447.2,758746694.7,977385642.7,1090779885,1205734213,895300209.6,1307544084,796922360.8
PDGFRA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,614483017.5,347928108.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APBA3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30405372.31,NA,NA,NA,NA,NA
HEMK1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WNK4,NA,NA,52901350.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126707281.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GLIPR1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276613816.4,NA,NA,NA,NA,NA
FDXACB1,1052561353,NA,4846642211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3987864224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7065176991,NA
DPM3,1634579380,1636394680,1499938285,1197914135,1304660587,833368679.3,1809054253,1236984394,1936319028,1919344141,536141234.9,2067689194,1516733627,1691350397,1216147160,1381547351,366843211,1268411946,1350046141,1761108201,1677860348,2599555878,898950650.1,1391016641,1067323192,1094666540,1320550199,1061392593,1316539631,1844560375,1522850664,2478186335,1330143501,1603556073,1626829044,1536576934,1837540968
SEC14L2,295388014.6,371114020.2,303033110.9,293403004.8,257399669.4,254352021.5,232056137.2,173009369.7,387123649.8,430271937.7,300701771.7,277216809.4,NA,188406224.2,88725672.3,319528986.9,85867739.62,172827534.8,NA,NA,217057234.8,227148714,178067696.2,297548926.4,193764504,NA,216510813.1,57266699.85,NA,NA,207321284.2,248728029.3,212719164.4,982873682.6,383764911.6,460901328.3,443100634
NUP153,1186421570,2395895642,1553407201,1402159559,2485499350,1045969545,1507648278,1600381193,2888184002,1498533856,1336103958,1278649529,70424857.59,1592598159,1246999367,1406127137,900402485.1,1587706370,8.60583E+11,1690074745,1455550582,1592448465,2042937204,1646645515,1940610408,1177560158,1239067592,1125257038,998397436.4,1024747089,998547573.3,1367470681,716250912.7,1307420394,1627253064,3130692911,2283075993
PPIP5K2,487785020.5,536106504.5,219546422.9,307185957.5,463198623.8,376783516.9,758701284.9,709409441.4,396724358.8,298445787.2,297090473,424609847.1,NA,3206634264,398704055.7,559058703.5,860290108.1,1024855200,434473808.6,715647276.1,958738973.3,390958353.6,853015299,430202369.7,372321122.1,3733743753,340053271,418272496.7,516627757.3,392578074.5,486499484.5,300071019.3,6425927283,548155338.1,385902159.2,536119301.3,376785493.2
PPIP5K1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147572223,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEPTIN7,22970563492,9927054996,9304872791,9630734051,12984021303,12604060956,10543263157,22830547259,10116374487,11024855334,9465710375,11310180077,3794447877,26365569719,22464592048,26136228600,21605553677,30752655543,17247850241,19966548870,12696144010,12143937906,28610241332,30775640972,16013696364,18500114523,23407826058,10509882501,9927956483,13269610950,11931000695,9817896823,9153978555,12564650662,9773110491,9074561611,11812482948
SEPTIN2,15313644319,13341094855,6361921153,6732207075,15531996397,15633562521,6768123322,6458600740,15737637817,9472091157,7372329977,16999146308,4395833891,8251543331,6286559245,7364167405,9165319171,6514188701,8238046371,8509732061,5696944318,9184037428,7380015791,14580100057,6652300650,5507383056,7683567457,5938137441,9528895931,15136428690,10232580430,17227681607,13129496453,10146747705,12722464817,7904520706,15346573405
SEPTIN4,NA,NA,NA,NA,161596628.7,NA,NA,NA,50908282.04,NA,NA,NA,NA,175306159.6,228342139.6,240906182.4,NA,110691883.7,NA,135099333.5,NA,75900949.74,NA,531901010.9,169813783.7,369899873.2,978485587.8,373454110,388349980.9,281419569.1,512374264.6,NA,105344930.8,NA,NA,NA,76343519.27
HAGH,2968088147,3194724173,2489039009,3599179777,2580046494,2754457935,2366125746,2900403373,3253285370,2721727303,2542976374,3313144258,148429077.8,3862269959,3138985105,3672226778,2629916912,4134716335,3413411255,2762502151,3619381297,3620440654,4071857312,4010679123,4348532842,2443656283,3499450513,3007584895,2752455562,2823812702,2507062587,4361673574,2052480399,3959746982,4504270567,5167015349,2965252225
EIF3D,2779706779,2137851267,7358025302,7885929796,2625799853,2356274969,2009046024,2481260717,11183226100,7118802688,1966337338,1698586053,1419288566,8411435890,2179782460,9096699068,3745244966,1930096953,2594917005,7537898030,2844325016,2259484175,2205198581,8171236283,7539464778,7139914588,3015170275,6476446724,7246307982,6858089509,6505514245,2656903985,6713786607,2796087714,2448046619,3041051781,2534489777
HVCN1,296593003.6,246630966.9,174634337.6,NA,173322953.5,147812822.7,201266063.4,170535224.8,253309687.1,271624092.8,181671110.7,372867109.4,NA,NA,148847070.6,NA,NA,NA,NA,150795109.6,NA,281912430.9,NA,434965482.5,157421031.9,NA,NA,127997066.8,233595810.6,209815414,196070911.3,249680053.4,NA,183508919.8,NA,NA,NA
GNB1,2447118652,4511552253,4387237038,5247293443,1968389468,4338296862,4584402510,5748240936,4570732863,4033572912,4131399289,2520735968,NA,4762218036,2756310294,3875327428,4204560786,6086453178,7788728547,5728548543,4135858082,5890496443,4069556615,5061526047,3306029486,4112022038,4569503063,671811461.3,2966014181,4181097724,3893418471,7035612983,3473867445,4007328039,5045692975,2236901779,4268904479
LZTS1,240495950,211031146.1,NA,NA,284928422.3,4325735439,NA,NA,193563271.8,4898775622,415253347,338916601.1,NA,515548114.3,489101695.1,232564943.1,446936833,253914111.5,NA,856783925.3,119727336,174663454.2,187441992.8,253944464.4,156141714.4,NA,1017331052,583035375.2,353363062.7,558293677.4,501746459.2,169059859.9,183718626.7,5516093809,NA,NA,183327824.6
COL12A1,4829868900,5884362043,5512083361,10339520101,3924650318,4238128212,4506371007,3265206252,3894155379,3607144742,8628320487,4905869584,2053992624,5276803096,5710308778,5241587382,7307917304,11022128161,2471535071,3017584889,9513187297,10098794193,8726299632,5994715168,5086021866,5663493398,8373692989,7140240668,7921252547,4655061580,5033474442,7568147616,5346825368,5813777056,4729279232,5288947598,5802310342
WDR44,1020181503,293255386.9,200852752.7,265065087.4,354445323.7,254270608.6,503210362.1,1001381990,308731103,553971248.5,191253071.7,574450475.7,NA,698351885.6,654602579.3,1167015881,450621472.2,1026727447,1545765643,1835505153,1351662034,428484251.1,1413841989,641630960.3,542609197,769355707.3,506126420.5,568200569.9,663415447.6,660359338.5,684551857.3,333587189.3,489838520.8,251166589.7,373384102.7,511757883.9,607047433.9
CLTC,27240600192,33739581342,30487195599,30852855294,31213729712,30927698729,33519357162,31469690877,32706793421,30021985553,27095822349,29570469178,10260005939,33400819139,26616275981,31077341506,20179938849,26541063150,26054690221,37730219441,34765193517,34113247975,32742954497,32626709599,25888976961,25181273397,29682605188,26222500838,30151745357,35410274371,30101163867,36793618708,28042274955,28636449978,37308675151,42409658936,31934940848
