Gene names,Intensity,Intensity S1,Intensity S10,Intensity S11,Intensity S12,Intensity S13,Intensity S14,Intensity S15,Intensity S16,Intensity S17,Intensity S18,Intensity S19,Intensity S2,Intensity S20,Intensity S21,Intensity S22,Intensity S23,Intensity S24,Intensity S25,Intensity S26,Intensity S27,Intensity S28,Intensity S29,Intensity S3,Intensity S30,Intensity S31,Intensity S32,Intensity S33,Intensity S34,Intensity S35,Intensity S36,Intensity S37,Intensity S38,Intensity S4,Intensity S5,Intensity S6,Intensity S7,Intensity S8,Intensity S9
MEIS1,1552800000,11604000,18895000,33692000,131640000,35557000,43328000,0,8554500,0,0,21956000,14031000,0,38794000,46084000,100060000,0,23793000,27459000,252310000,232050000,25927000,43078000,0,56142000,79259000,54792000,57363000,15615000,23604000,0,0,44742000,36581000,57322000,0,0,18533000
IGF2BP2,2.0666E+11,4013300000,5170600000,5475500000,5538600000,4833400000,4177400000,6164000000,5460700000,5290900000,5195900000,5526000000,4506900000,2252300000,6700800000,6695800000,6486500000,0,5714300000,6789300000,7723200000,7142800000,6286600000,4993600000,6576000000,7724200000,7120500000,4889200000,6603600000,3690800000,5017800000,6186600000,4999100000,5125300000,3175200000,4404800000,6564200000,8033400000,4407700000
AIMP2,2423400000,67353000,54264000,122960000,93224000,0,59417000,50959000,43336000,65369000,47621000,71408000,100130000,0,74295000,85177000,0,0,38679000,56263000,106460000,124350000,80049000,101090000,79356000,54280000,36532000,55270000,73534000,52669000,90268000,0,0,87703000,91509000,68422000,112120000,118370000,60965000
CASK,72824000000,1873500000,2122900000,1274000000,1971800000,1823300000,1628200000,1421200000,1250500000,1692700000,1674700000,1179000000,1933400000,162770000,2359300000,1708500000,2086500000,0,777490000,1149700000,3766900000,4247200000,3193300000,1494900000,3237700000,4475700000,3520000000,1558900000,2108400000,1856900000,1993100000,1876600000,1684500000,1688400000,1274700000,1468300000,1520300000,1845900000,1922900000
PRC1,4637600000,67998000,56564000,0,25645000,69378000,100520000,0,28877000,31018000,24273000,22965000,94280000,0,89896000,146040000,222520000,0,331680000,504990000,420220000,388130000,151330000,0,66048000,272020000,190970000,101380000,167100000,215060000,291430000,185250000,135800000,0,41730000,92172000,0,0,102310000
SYTL4,1687500000,24146000,0,16078000,44027000,42910000,65422000,75824000,60795000,83056000,24200000,12336000,17303000,0,64609000,56155000,92612000,0,51224000,65562000,73835000,92895000,109540000,0,82641000,112650000,91961000,78509000,41256000,0,0,0,0,0,13285000,52172000,25465000,73418000,43571000
TLE4,2313200000,55529000,16830000,32000000,32324000,51921000,49038000,27049000,29705000,51142000,67435000,0,27406000,0,112600000,158050000,115660000,0,114360000,115330000,37761000,120370000,48745000,33409000,107450000,99215000,52222000,22146000,78943000,48111000,136340000,171500000,54493000,64372000,23686000,107850000,27588000,0,22621000
CCDC93,18282000000,619770000,348030000,670770000,779160000,362920000,491980000,514790000,690000000,734100000,444450000,598760000,335260000,151560000,381090000,637400000,635010000,0,275990000,513780000,508110000,642710000,586070000,497670000,685020000,619590000,514620000,331080000,284030000,192580000,424230000,442010000,338890000,561060000,262740000,449520000,624730000,831320000,301380000
STX3,16482000000,155150000,500330000,1169400000,1328100000,111580000,159000000,597940000,532730000,557340000,512850000,531300000,164090000,169400000,176870000,187760000,171960000,0,253230000,436490000,561950000,397820000,669930000,611190000,660520000,693400000,570110000,329180000,504050000,124530000,250380000,299950000,352100000,582530000,119980000,184260000,469210000,950590000,434550000
ADAMTSL4,3515900000,26310000,92687000,394880000,402310000,64117000,70261000,37111000,26312000,80499000,53317000,73415000,21918000,0,53895000,54859000,114390000,0,21447000,47090000,0,29443000,141710000,40062000,170790000,125490000,97548000,233600000,291380000,96849000,83868000,59847000,91098000,40344000,44647000,98663000,32372000,36755000,166590000
DDX31,8298200000,304310000,365300000,185720000,258170000,368140000,171850000,106100000,211220000,345390000,324670000,259720000,186170000,18017000,123540000,165040000,167040000,0,80016000,118540000,27490000,444990000,284240000,336400000,224430000,196760000,270340000,245100000,181750000,144460000,135740000,244970000,244370000,371590000,264490000,69948000,140120000,347690000,364420000
STAG2,24604000000,627860000,389250000,292410000,463480000,418200000,512730000,473510000,459980000,533600000,442050000,324510000,460650000,93596000,651220000,439120000,1446400000,0,432350000,644910000,1902000000,2441300000,1287200000,372240000,721580000,891220000,816240000,506860000,588680000,889010000,977650000,502460000,732230000,254250000,449310000,720210000,402450000,612110000,431480000
FRMD4A,1617800000,69217000,48282000,0,48374000,68012000,53896000,62371000,62323000,0,50604000,58973000,54652000,0,67161000,77967000,49647000,0,37047000,65288000,0,63721000,55760000,28920000,58394000,36136000,59867000,39277000,44308000,33854000,31896000,0,0,49051000,37561000,44758000,39328000,59372000,61748000
PAPOLG,418870000,0,0,0,0,0,0,17745000,28691000,0,0,0,0,0,0,29198000,34888000,0,0,32188000,0,42266000,40804000,0,0,48358000,23863000,21619000,0,0,22759000,0,0,0,0,0,0,51305000,25185000
SEPW1,8734500000,63698000,210590000,45538000,133250000,305310000,397650000,131690000,100240000,178440000,150920000,45476000,95184000,0,437150000,405650000,614260000,0,99383000,100910000,190390000,119320000,201160000,42227000,140080000,665570000,432720000,283610000,372900000,314490000,524950000,580130000,435500000,43673000,198380000,365150000,36708000,39836000,232340000
PRKD1,2545900000,45728000,0,0,0,110620000,212530000,79848000,45923000,54335000,45069000,62010000,36360000,0,54979000,67123000,106510000,0,12117000,76006000,287620000,344090000,90245000,28385000,76837000,143140000,60533000,31978000,42268000,145570000,195000000,51348000,16538000,23225000,0,0,0,0,0
GTPBP8,1079600000,16306000,10009000,19741000,34244000,18620000,37034000,46758000,0,0,18116000,0,7343300,0,22895000,40174000,51777000,5454500,26527000,20437000,50693000,88524000,28199000,0,29494000,52024000,23093000,30380000,17120000,32931000,31323000,55270000,46565000,6099100,45063000,46957000,17834000,58273000,44337000
VAMP2;VAMP3,6565800000,260710000,179010000,240550000,44014000,277120000,227840000,40423000,36333000,425690000,32310000,393880000,276820000,0,305670000,246500000,169800000,0,232420000,363400000,118910000,65185000,313590000,250040000,246860000,223920000,36892000,150390000,230160000,0,69060000,30941000,43070000,38411000,155190000,189980000,187670000,250720000,212350000
RNF149,1120000000,13893000,10587000,64065000,61420000,8812300,13506000,44201000,52750000,12512000,14819000,41163000,9435600,0,60966000,35277000,25921000,0,20626000,0,43729000,7620200,30534000,40180000,68942000,49293000,51993000,0,21133000,0,23608000,0,11710000,53742000,46975000,15375000,72519000,72789000,19866000
ARPC4;ARPC4-TTLL3,2.3681E+11,7489500000,7094900000,4780300000,6392500000,5594300000,5557600000,6243500000,6244500000,7174900000,5626600000,1848300000,5731600000,97255000,7467700000,4550500000,6925200000,6060200,3690300000,6519800000,5546800000,8185500000,8151800000,6375200000,8323600000,9393800000,6011000000,4547500000,6931300000,6753300000,6986000000,9919500000,11064000000,7955100000,5280400000,5436000000,6351700000,8180100000,6385100000
KIF21A,4304300000,84959000,114400000,66123000,115510000,130950000,89264000,206290000,154020000,88413000,91503000,33378000,109680000,0,202360000,66045000,142930000,0,96488000,252830000,298820000,211060000,97560000,70167000,173240000,172920000,91855000,85679000,101500000,109050000,101640000,63179000,107270000,51346000,70828000,92175000,146450000,86727000,127700000
CCDC115,8736600000,174370000,231320000,417570000,342290000,398240000,365520000,425210000,344750000,331470000,270010000,275090000,300680000,0,115800000,210350000,120290000,0,59133000,79500000,275350000,45007000,203260000,393380000,239810000,220960000,278700000,9209600,0,144390000,128570000,155500000,171560000,354190000,192230000,251480000,401250000,560020000,250190000
ATL1,2331700000,74231000,95996000,54566000,42364000,111980000,125670000,46029000,77981000,95574000,49967000,68725000,83957000,44838000,120390000,58807000,80171000,0,106380000,40985000,68258000,32787000,50451000,44110000,82929000,25003000,82819000,10965000,0,10216000,8897200,96278000,41778000,49393000,67174000,68695000,29214000,84111000,99986000
KSR1,3264800000,107420000,115140000,106540000,132990000,55777000,162710000,67782000,12027000,162910000,92471000,62326000,167140000,0,62541000,96023000,51949000,0,56110000,160950000,15339000,48243000,142120000,78729000,94738000,151000000,96082000,51452000,142450000,26545000,79983000,119820000,47424000,84782000,42123000,110750000,93904000,93243000,73289000
DGCR14,1206500000,64680000,27073000,86660000,31003000,119780000,50057000,63842000,42345000,0,25058000,29643000,39733000,0,61985000,0,67169000,0,21996000,0,93535000,90783000,28691000,12257000,0,27951000,0,13412000,15709000,12149000,12991000,19168000,11400000,48332000,22427000,18126000,39651000,0,8937100
CPSF6,1.2083E+11,3447800000,2728500000,3015200000,3154700000,3512900000,3027500000,3029700000,2649400000,3402600000,2694000000,2912200000,2997500000,548580000,3489600000,3353000000,4533500000,785280,2296900000,3146100000,5767000000,4738100000,3071900000,3376200000,3199400000,4430600000,3526700000,2903000000,3601600000,2462300000,3307100000,2846700000,2821700000,3356600000,2984700000,3684400000,3407400000,4013700000,3391300000
TRAPPC2;TRAPPC2B,3544500000,41542000,73245000,65865000,57698000,73539000,109080000,67808000,509190000,70756000,136220000,65613000,179000000,0,29885000,65957000,121750000,0,55606000,84461000,124960000,89832000,135310000,71557000,69581000,82917000,115270000,92777000,61280000,133860000,155660000,125050000,68221000,67171000,64181000,106340000,38411000,60303000,74654000
NDUFV1,15500000000,306250000,242090000,255400000,438740000,504060000,361430000,214690000,216790000,352170000,358000000,263630000,348750000,0,247390000,516080000,1067500000,545490,586740000,941900000,494050000,931990000,548440000,304600000,363630000,871900000,367310000,396640000,339290000,269870000,500770000,363000000,374560000,245320000,365500000,310050000,378740000,564100000,288240000
CCAR2,308080000,20425000,23076000,0,0,0,0,26754000,20701000,22350000,0,22242000,21353000,0,0,0,0,0,0,0,0,0,0,0,0,26094000,0,23984000,36388000,14088000,0,0,39537000,0,11090000,0,0,0,0
PARP2,5149800000,193160000,89587000,102250000,83878000,79796000,127180000,126760000,131380000,128510000,123250000,103210000,179290000,0,188810000,184550000,316110000,0,123000000,153470000,180830000,296200000,188230000,128190000,170120000,199920000,144900000,113460000,107340000,202030000,67090000,114920000,136080000,117540000,166550000,61196000,91675000,133400000,95978000
CASP1,800480000,5977900,10593000,0,0,0,0,0,0,40637000,49285000,0,19891000,0,0,0,0,0,19924000,37030000,0,0,19745000,0,59401000,0,0,0,0,0,0,0,0,0,0,39342000,267010000,231640000,0
DPP3,1.7309E+11,4591800000,4797800000,4116800000,4484400000,4783200000,4379500000,4667800000,4265600000,5091300000,4599100000,4510000000,5012100000,289490000,5767700000,5177400000,4988600000,369940,3829000000,5648600000,4589600000,5034000000,5951100000,3899000000,6190300000,5246100000,4294000000,3711300000,5406700000,3951600000,3806800000,5666100000,4091600000,4290300000,4090600000,5532700000,4785200000,6551200000,4998500000
GSDMD,9184300000,125750000,131550000,169370000,147410000,192620000,202300000,91308000,146210000,400320000,378240000,101310000,173430000,0,400410000,286210000,239460000,0,103660000,185220000,154000000,119710000,454540000,501930000,559510000,746870000,635500000,129560000,228590000,139740000,131030000,53342000,144460000,449600000,317610000,454980000,196830000,151720000,140000000
SERGEF,423370000,27795000,19246000,30824000,22012000,0,0,14242000,0,0,20533000,0,0,0,0,0,0,0,0,0,41717000,0,24724000,0,31302000,23389000,13521000,0,0,0,0,0,0,18336000,35279000,37032000,0,40414000,23005000
PON2,1.0676E+11,2724800000,3678900000,2508800000,3566300000,2757900000,2752400000,2836200000,2382900000,2796900000,1760700000,3027100000,3251300000,0,4044800000,3152800000,2724700000,13096000,2315400000,2546100000,4250900000,4138800000,3405100000,1371500000,3164100000,3177000000,3720000000,2150700000,2079100000,1480700000,2102500000,2409500000,2037500000,1807600000,4473100000,5850500000,3354300000,3488000000,3456700000
TJP1,815390000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42670000,0,33384000,0,24687000,29807000,0,0,0,46065000,0,0,28337000,0,0,0,0,0,0,0,610440000,0,0
GAS2L3,478250000,0,0,0,9002600,11631000,9977200,0,0,10541000,6084400,0,10416000,0,0,10936000,29875000,0,13368000,22065000,27853000,83169000,0,0,19399000,50817000,15625000,26012000,25011000,28232000,20628000,18237000,11712000,0,10997000,0,0,0,6667500
TTC39C,843210000,0,0,0,23163000,15894000,0,19729000,17303000,21667000,19417000,26618000,14294000,0,0,62074000,69532000,0,44694000,68226000,26331000,27945000,43311000,14436000,41201000,33148000,64511000,22242000,15290000,0,8844800,43650000,40523000,17952000,18084000,0,23126000,0,0
LOH12CR1,11506000000,368010000,471330000,571420000,336560000,357590000,418870000,325820000,303390000,403210000,322400000,455830000,514880000,0,259790000,204640000,267590000,0,208810000,271850000,243990000,274920000,420730000,600410000,366770000,288510000,161680000,133560000,75429000,0,0,129450000,33171000,501090000,364210000,376940000,571040000,489090000,413090000
ISYNA1,4.0333E+11,9022600000,10802000000,9845700000,11359000000,13029000000,13985000000,9560500000,7950500000,9184800000,7603100000,9323800000,10270000000,39776000,12956000000,11651000000,11491000000,16836000,6939400000,8790100000,12028000000,8971100000,12601000000,9428100000,12674000000,19743000000,16285000000,10843000000,15226000000,9178300000,11610000000,11500000000,9529700000,7609400000,12105000000,17876000000,9341000000,10765000000,12200000000
ERCC3,1700100000,75697000,67370000,14930000,24754000,30386000,33306000,28112000,79102000,25562000,44030000,48054000,37638000,0,44659000,56463000,80976000,0,40144000,19344000,52360000,85017000,53509000,25591000,26942000,31706000,23521000,51295000,36634000,26671000,94834000,91052000,99367000,23337000,58329000,53598000,23205000,39952000,52620000
DENND5B,1529200000,48477000,43984000,20761000,28108000,78552000,43104000,58577000,0,96792000,86740000,25890000,90563000,0,40719000,37031000,37608000,0,14116000,13398000,0,82469000,18779000,38276000,38415000,31109000,0,14635000,63840000,27129000,50455000,0,23827000,30284000,98658000,60210000,69301000,53915000,63449000
FCF1,1304100000,51472000,40518000,27126000,24232000,40480000,28366000,29292000,21109000,33180000,54401000,34899000,41988000,0,32957000,48906000,48470000,0,12961000,25449000,19490000,58646000,49471000,36674000,34264000,21606000,26379000,46808000,71762000,14856000,50973000,0,27308000,59587000,43075000,0,34445000,52919000,60013000
RPL18,2.3371E+11,6809000000,6273800000,5047400000,6332100000,8353400000,6654500000,4767000000,4920700000,6696300000,6479100000,5795700000,6439100000,0,6963800000,5327500000,7852100000,1168200,4580700000,5943600000,5876200000,5872800000,7026200000,6531400000,6236200000,7526900000,6815700000,6902500000,8291200000,5375100000,6897000000,7681500000,6888900000,5492300000,7210400000,6602200000,4874900000,8611400000,7760300000
ZC3H14,20657000000,440140000,599530000,576050000,522880000,579460000,553420000,607220000,505520000,615360000,543480000,680000000,615580000,270950000,426670000,419940000,806790000,0,397600000,670070000,1048700000,819240000,728660000,577630000,679990000,624520000,765400000,326220000,357710000,234060000,231640000,295710000,232980000,694680000,445370000,761060000,612780000,900140000,489900000
SERPINA1,3506600000,0,0,35160000,0,0,0,496420000,587760000,0,0,0,0,0,59838000,265390000,59581000,279120,543140000,0,332740000,213170000,0,29332000,0,0,399750000,38119000,0,355480000,39939000,31457000,0,0,0,0,0,19056000,0
ZFP36L1,11754000000,419290000,393630000,267680000,423760000,345270000,318000000,339510000,286430000,540790000,376020000,198020000,338690000,61026000,337760000,294540000,281570000,0,161790000,322920000,393240000,358000000,431410000,407100000,345330000,356470000,333790000,229020000,193220000,105880000,127880000,401520000,285690000,446120000,560290000,358770000,125600000,95419000,492560000
ZFYVE26,7185500000,595550000,167010000,12022000,132930000,210200000,167910000,101510000,347230000,656080000,168220000,476330000,173010000,11335000,198540000,209950000,331890000,0,22647000,175360000,269720000,265380000,24470000,0,259510000,270050000,196440000,476180000,254110000,0,0,0,0,0,186190000,221890000,0,28193000,575590000
UBE2V1,2.2056E+11,6080300000,6490900000,6090900000,6512800000,6269700000,6092300000,6802500000,6364200000,7320100000,6210900000,6927600000,5911500000,0,6877300000,5431600000,6948100000,0,3036400000,5596100000,7770800000,6433600000,6820000000,6320700000,6299100000,7366800000,6654100000,5031400000,6118900000,3057500000,3935300000,5029500000,3093700000,7531300000,5167900000,8111100000,6373400000,8731500000,5747100000
KLHDC2,668830000,0,0,22025000,23015000,0,41199000,0,0,23875000,31018000,19777000,0,0,33288000,29647000,27084000,0,21749000,52406000,25269000,28150000,17719000,57737000,25456000,24173000,12284000,20021000,0,11823000,15341000,13619000,10999000,0,0,0,28505000,52645000,0
GNG2,6952700000,109000000,161090000,97361000,129460000,160450000,227610000,191380000,176560000,126640000,116550000,134630000,216970000,0,222870000,193940000,362090000,0,207970000,344570000,472070000,410330000,220630000,153090000,261890000,328540000,276040000,136620000,151170000,43887000,78208000,93399000,88428000,219580000,131640000,241080000,126150000,168810000,171960000
HNRNPC,19852000000,816850000,702860000,493530000,680700000,966560000,1035500000,452640000,755080000,784620000,382920000,595700000,570440000,0,702490000,490410000,789640000,19410000,408750000,310030000,386300000,426980000,435320000,514600000,554680000,738300000,442890000,413300000,410680000,234310000,269190000,297990000,361110000,526660000,717860000,444090000,612650000,612940000,494030000
MAX,5902300000,126160000,39471000,129140000,183430000,72354000,0,222500000,197870000,218080000,163820000,193380000,118200000,133890000,174490000,107950000,167050000,0,73055000,160010000,225510000,205210000,219980000,145020000,206090000,195540000,267970000,181350000,208990000,146300000,135550000,139380000,125540000,183290000,32265000,278010000,193450000,219740000,112300000
TUBB3,45911000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19707000,0,0,0,0,0,0,26204000,0,0,0,0,0,0,0
ACYP1,16938000000,467240000,431330000,365880000,390850000,491150000,484910000,446640000,354220000,544280000,501800000,463130000,547010000,0,410850000,416080000,483470000,0,280350000,461720000,758200000,730220000,328650000,520820000,444590000,538150000,443970000,190810000,437030000,373970000,428900000,381910000,442320000,615490000,395840000,587490000,515230000,799760000,463950000
SAMD15,2272000000,99117000,0,89231000,0,81714000,0,153500000,0,0,0,0,0,0,140840000,0,0,0,0,0,0,197710000,161250000,0,0,50437000,0,0,291710000,400510000,351710000,0,0,0,0,158890000,95357000,0,0
ATP5J2-PTCD1;PTCD1;ATP5J2,56978000000,1993500000,1498600000,1390500000,1212400000,1624300000,1719300000,1231100000,1323300000,1860600000,1779300000,1207400000,2087700000,0,1488900000,2042400000,1075300000,0,1458500000,1100000000,1705100000,2083600000,1703900000,1908900000,1214000000,1572500000,1795900000,1444700000,1611200000,2101500000,2096200000,1200500000,1722100000,1735200000,1260900000,1624200000,920920000,1562800000,1620700000
SCFD1,640220000,0,0,48418000,34032000,0,42859000,0,0,45284000,0,33546000,0,0,53784000,58954000,48206000,0,0,59599000,0,0,0,0,66987000,0,0,0,0,0,0,0,0,36313000,0,33264000,42285000,0,36691000
DCAF8,29766000000,797350000,675140000,906580000,734130000,651640000,890450000,573580000,611510000,796930000,769620000,922480000,762960000,309100000,829350000,858370000,1038700000,503880,631000000,850730000,1738900000,1429000000,847240000,682030000,833330000,1010000000,810680000,579910000,567770000,378780000,704500000,681830000,563580000,796160000,645610000,928770000,1080100000,1236700000,640780000
MED6,3560300000,74324000,93949000,89098000,103790000,47106000,146790000,107550000,76829000,81448000,114610000,85435000,149080000,0,160700000,112200000,167310000,0,44755000,110970000,175810000,130920000,133950000,100100000,92344000,123360000,104320000,96317000,99635000,68854000,37127000,72805000,48765000,118420000,48809000,87028000,93645000,101030000,61110000
DCAF5;WDR22,2120500000,25725000,30181000,30395000,66338000,43362000,48723000,70249000,50333000,27432000,37418000,42519000,14827000,0,92524000,99866000,77368000,0,40891000,73465000,90789000,124760000,29573000,54284000,96257000,83193000,58751000,78437000,99337000,71619000,73320000,60983000,47664000,16563000,15180000,43007000,54134000,41532000,109510000
VIPAS39,32221000000,470840000,529060000,594970000,715950000,685530000,515390000,656350000,700750000,781240000,556870000,758760000,482630000,0,734560000,615230000,541420000,212530,355690000,588440000,3732000000,444900000,522100000,747100000,599240000,2127200000,3012900000,376170000,387970000,761200000,3067400000,338530000,2180100000,645610000,344540000,567380000,547460000,993520000,541440000
NDRG2,723520000,50532000,0,0,0,0,0,0,0,0,0,0,57827000,0,0,0,47761000,0,0,0,75849000,101890000,0,0,0,0,0,41157000,56999000,53071000,61645000,36015000,34370000,21867000,0,60523000,0,0,24012000
GSTZ1,8198500000,157330000,289290000,215580000,312720000,214950000,218380000,13589000,146760000,228540000,202580000,194270000,190170000,0,188050000,202820000,330570000,0,106790000,159430000,360880000,484250000,278570000,245690000,230940000,408280000,202800000,174110000,182780000,178850000,246720000,212980000,222500000,188300000,268070000,88990000,318650000,279850000,253450000
FRMD6,9119000000,217100000,195890000,396090000,374820000,265320000,219920000,375440000,352690000,366640000,358310000,277910000,262670000,14901000,228330000,156320000,147910000,0,221320000,323270000,126200000,145850000,576320000,214230000,399900000,302290000,292520000,50419000,107960000,67370000,72628000,209790000,206560000,327850000,264040000,243930000,196800000,259700000,299790000
PSMA3,939700000,0,0,0,0,0,0,0,0,0,0,57764000,0,0,0,45712000,60059000,0,23525000,47480000,92227000,68820000,0,0,0,67055000,60933000,56923000,0,92186000,77593000,111780000,77637000,0,0,0,0,0,0
DDX24,16740000000,559780000,309500000,288320000,391230000,347880000,484250000,377610000,386170000,343340000,371550000,509310000,559340000,18947000,597770000,370360000,633700000,0,319930000,545400000,286090000,777960000,586130000,382080000,570580000,548330000,573700000,554770000,370700000,551470000,585390000,625470000,682780000,383440000,461210000,372690000,285380000,425660000,302000000
TUBB3,1872200000,0,0,50743000,46399000,0,41410000,0,46760000,36429000,29430000,62957000,0,0,64183000,67598000,120070000,0,59439000,99600000,147080000,91445000,75065000,37215000,87127000,84777000,93885000,45178000,80704000,65515000,81885000,85805000,79948000,40826000,0,0,50711000,0,0
FAM177A1,1981800000,0,0,70160000,50262000,34455000,21317000,37794000,0,0,0,50188000,0,0,90109000,115540000,147620000,0,91364000,51831000,96282000,80993000,87096000,0,149080000,106930000,149910000,88148000,151080000,83519000,55902000,60913000,0,58517000,0,0,52833000,0,0
CTAGE5,14216000000,452260000,388220000,570740000,615100000,363360000,395930000,504800000,255840000,397520000,335240000,340590000,457890000,92832000,378240000,352730000,389810000,0,243270000,373110000,394930000,263980000,437740000,503970000,482380000,247810000,410000000,277140000,501640000,106380000,73398000,145350000,208280000,570880000,288670000,400580000,553120000,823630000,618240000
ZFYVE1,7736800000,211160000,151470000,153920000,150710000,233040000,207830000,227480000,215900000,256230000,278760000,272390000,215660000,17799000,232080000,187980000,268360000,0,148020000,227060000,314180000,270950000,242320000,308950000,213800000,243220000,216210000,133600000,185470000,207360000,122380000,213860000,231010000,163720000,177810000,164990000,266850000,263640000,140650000
CDK2,25126000000,588670000,653920000,539730000,1121800000,605330000,464680000,683470000,597320000,531570000,664380000,274810000,482730000,0,664160000,548290000,1072600000,0,542460000,710840000,1115100000,1785900000,964300000,331380000,823500000,1151700000,791010000,683190000,997460000,589580000,837760000,603560000,459130000,565890000,651440000,409180000,541630000,368400000,708780000
HNRNPC,351300000,20081000,0,0,0,0,0,0,0,17326000,12649000,0,0,0,20245000,0,26767000,0,0,0,17694000,24971000,0,12736000,0,19416000,19151000,20469000,33388000,19092000,27545000,15424000,14947000,12359000,0,0,0,0,17045000
PSMA6,2.6164E+11,11883000000,7088600000,6180900000,6079600000,7381900000,7178900000,6880500000,6559800000,7990900000,6411100000,7062300000,8043600000,558750000,7169300000,6625800000,7139700000,74811000,4973800000,6176500000,6992500000,7750000000,7706000000,7164400000,7454200000,7482100000,6970800000,6040400000,7440700000,6971000000,7383100000,9084200000,7403200000,7629500000,6478000000,7824400000,6646600000,8677900000,7080100000
ARID1B,13552000000,516160000,400530000,156540000,439900000,403660000,331530000,442850000,244280000,401550000,301120000,296500000,333260000,0,326970000,298440000,393910000,0,203260000,368060000,896880000,886740000,412690000,331320000,253070000,567920000,375860000,179130000,552660000,303240000,216250000,125960000,158360000,336440000,299110000,465160000,537160000,489090000,306640000
SLC26A6,4321800000,28562000,166930000,82937000,117150000,119980000,87851000,158360000,116950000,81239000,122970000,243210000,103160000,49537000,134110000,70759000,116840000,0,67133000,133320000,112880000,165010000,98874000,158180000,172140000,102530000,74329000,125820000,45984000,114340000,134250000,60143000,26257000,185300000,96453000,157980000,153010000,229730000,107630000
PTPRD,1014100000,0,3633600,0,0,67894000,37404000,0,0,0,0,0,0,0,67585000,113750000,47425000,0,6129900,0,55541000,42824000,8151500,0,7041900,26667000,13919000,65721000,108830000,79196000,66429000,71402000,61029000,0,22897000,13445000,0,0,27186000
SULF2,13781000000,73257000,152150000,175890000,288370000,111150000,113220000,103080000,120360000,137760000,138080000,124430000,73073000,0,68377000,33758000,76909000,0,1283400000,1991200000,1210600000,1291300000,237990000,76333000,221940000,1209600000,1753000000,85685000,0,17947000,959180000,1050800000,115960000,75608000,79369000,45539000,34407000,97844000,153660000
ZNF512,41921000000,1075000000,915060000,377760000,928170000,1362700000,1157400000,938710000,1038500000,968210000,976510000,1533500000,974740000,392010000,1585200000,1360400000,1864100000,4947900,808680000,964810000,1265600000,2892200000,1212700000,884340000,1382100000,1774800000,1359700000,1287100000,1591000000,995750000,1147400000,1056000000,839850000,856300000,834460000,765110000,674950000,835340000,1039700000
PAPOLA,17160000000,386430000,504170000,246910000,414730000,447350000,432780000,457440000,489830000,426590000,373490000,327170000,423380000,0,543650000,508790000,804660000,0,257180000,448970000,708580000,1024300000,569940000,375390000,497140000,551710000,396480000,360260000,551370000,421610000,594360000,377750000,362300000,466420000,488440000,532610000,445740000,499040000,443460000
LAMB1,2.1227E+11,6044400000,5194600000,4471500000,8040700000,5936400000,6216400000,6352400000,5878100000,5737300000,4779200000,7963400000,6637800000,177830000,6032400000,4623000000,6659300000,0,7364700000,10381000000,3905300000,2787500000,8211600000,7396700000,7232800000,7378100000,6524700000,3894900000,4517400000,2176900000,3527600000,4182900000,4161100000,6352900000,6739200000,8561800000,5485900000,5736700000,5003700000
TIMM8B,6751400000,137710000,68337000,126270000,149740000,202500000,210440000,62926000,73237000,69559000,50085000,105370000,58253000,0,286370000,234300000,340680000,0,250670000,485330000,639430000,424400000,264610000,42459000,237010000,250130000,139880000,241980000,243770000,138630000,168850000,123080000,129490000,39537000,101860000,217690000,195880000,186290000,54651000
SBF1,7313800000,135730000,171820000,155440000,202630000,251810000,222780000,200730000,181440000,283590000,184230000,121790000,200850000,64828000,176740000,218440000,318730000,0,161470000,79429000,199920000,267890000,273250000,216930000,143960000,210940000,299640000,209550000,185880000,207470000,340220000,291050000,179900000,169430000,139590000,119970000,142990000,183720000,199050000
MAP4K4,56678000000,2658700000,1841100000,955600000,1503100000,1775500000,1755700000,1703100000,1453700000,1781700000,1567200000,1324300000,1476100000,480990000,1757100000,1432600000,1867000000,0,1042300000,1280700000,931910000,1702600000,1901400000,1730900000,1431900000,1427500000,1272400000,1002800000,1420400000,1377400000,1350200000,1650800000,1599300000,1738200000,1601200000,1965000000,1539500000,1801700000,1576000000
TMPO,239450000,0,21462000,0,0,19922000,0,25539000,0,0,0,0,0,0,0,25792000,33026000,0,0,0,36988000,33141000,0,0,20648000,22936000,0,0,0,0,0,0,0,0,0,0,0,0,0
SMARCB1,11775000000,411040000,452350000,665090000,372720000,291790000,291430000,214950000,106760000,442610000,243150000,292110000,326700000,112010000,490280000,125670000,307670000,6802300,63848000,337360000,586880000,701870000,373110000,300620000,260560000,181390000,153820000,80483000,161660000,97272000,106440000,75166000,68069000,476150000,399680000,493990000,821500000,510150000,371560000
ATG4A,3193200000,87871000,53434000,62779000,62803000,79132000,48185000,67290000,51850000,83187000,54783000,0,55997000,0,112580000,103010000,126950000,0,118450000,80982000,214730000,178820000,85073000,109230000,121290000,170120000,62670000,71090000,91221000,189540000,69049000,59930000,46256000,80020000,79705000,92654000,35036000,105880000,81631000
