Gene names,Intensity,Intensity S1,Intensity S10,Intensity S11,Intensity S12,Intensity S13,Intensity S14,Intensity S15,Intensity S16,Intensity S17,Intensity S18,Intensity S19,Intensity S2,Intensity S20,Intensity S21,Intensity S22,Intensity S23,Intensity S24,Intensity S25,Intensity S26,Intensity S27,Intensity S28,Intensity S29,Intensity S3,Intensity S30,Intensity S31,Intensity S32,Intensity S33,Intensity S34,Intensity S35,Intensity S36,Intensity S37,Intensity S38,Intensity S4,Intensity S5,Intensity S6,Intensity S7,Intensity S8,Intensity S9
UTP14A,24583000000,647210000,661460000,649700000,663500000,575470000,387820000,497060000,494710000,734380000,615990000,1007100000,684140000,75592000,854050000,703030000,877950000,0,541020000,959240000,841710000,542390000,847980000,867290000,767170000,553510000,592670000,264370000,643740000,486900000,448480000,728220000,529930000,878170000,459700000,805860000,926240000,1181500000,588230000
DUSP23,20109000000,895680000,352530000,800370000,460820000,465400000,415460000,589360000,372220000,661930000,674260000,765050000,974420000,0,774600000,531980000,622780000,0,59981000,92595000,754560000,969440000,581330000,572270000,523040000,640600000,349920000,364310000,546860000,256990000,251820000,293960000,431400000,557950000,531520000,826170000,783430000,992690000,371760000
ALG8,6926500000,253530000,203710000,137730000,173600000,270930000,194410000,176240000,177220000,261360000,201650000,176830000,204430000,0,219140000,161680000,186210000,0,150180000,108520000,157430000,209160000,163100000,193020000,173520000,176920000,149280000,181270000,256710000,173770000,190510000,238000000,201420000,202980000,179750000,167860000,173410000,234430000,246610000
TMED9,76255000000,2600200000,2162200000,1831400000,2339200000,2392500000,2321400000,2751300000,1726400000,2392800000,1335400000,2397800000,1963400000,65538000,2058100000,1867700000,2115700000,5591200,1353900000,2076400000,2547400000,2298600000,2761500000,2667500000,2610300000,2816800000,2352800000,2039000000,2040200000,1623400000,1745300000,2237700000,1837900000,2194400000,1205800000,1970900000,1909600000,1697700000,1941100000
SELO,2889100000,77661000,99018000,55500000,74293000,74667000,71640000,63855000,57080000,76770000,87966000,68440000,77679000,16160000,106390000,95642000,143850000,0,32754000,102780000,82984000,106590000,80071000,81016000,67057000,116490000,103460000,65884000,118400000,64342000,107100000,39190000,41679000,77187000,67132000,64231000,68997000,93745000,61404000
DPCD,4582400000,99520000,103530000,97880000,193350000,100480000,105080000,165140000,126170000,117370000,99407000,138890000,123080000,0,137240000,82606000,248800000,0,89807000,150570000,173470000,170650000,136150000,87271000,107470000,128700000,191450000,124070000,184520000,93284000,120970000,148780000,63684000,118660000,89840000,109970000,112170000,151430000,90934000
GGACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GNL3,25182000000,852220000,572270000,339730000,427060000,520860000,553630000,399860000,371400000,464670000,390700000,757260000,832930000,0,912250000,852080000,1354100000,0,368680000,592690000,925640000,1101100000,986390000,451470000,728180000,1049800000,572170000,841080000,1073000000,736450000,815710000,1137400000,806040000,429070000,802190000,734560000,352150000,601560000,475910000
SPATA5L1,6341800000,307770000,115430000,196560000,119140000,114240000,170990000,155940000,138570000,138500000,228250000,139590000,123570000,0,130630000,134380000,138600000,105310,135570000,136160000,196540000,576370000,159450000,198840000,175430000,202490000,121580000,136990000,149920000,90913000,107590000,609820000,95126000,216080000,74898000,97791000,169850000,230350000,107770000
RIOK2,1454400000,32098000,51374000,31228000,29464000,55984000,52553000,0,0,63481000,38198000,0,80649000,0,0,37550000,45589000,0,33630000,42887000,35940000,35182000,40794000,37066000,48032000,59151000,59490000,41241000,0,12297000,23014000,57328000,69141000,71688000,49244000,82018000,25617000,43292000,69226000
TRMT61B,3985900000,112890000,131990000,108680000,128220000,91928000,106180000,139680000,90146000,127690000,109370000,225590000,198690000,0,114490000,116000000,68693000,0,51271000,79706000,71767000,113830000,42498000,143990000,92402000,148470000,143970000,94819000,56714000,100220000,69745000,63994000,45547000,178430000,145220000,138500000,52644000,122020000,159950000
TMUB1,4841600000,0,143930000,143830000,186830000,52484000,180470000,143100000,148300000,199690000,184330000,132430000,49078000,0,128380000,149970000,63286000,0,130210000,187090000,82712000,125600000,116330000,210750000,142200000,115660000,145660000,102090000,156510000,87401000,136340000,79671000,133190000,148400000,38422000,271580000,212000000,242670000,70989000
SARG,1444600000,0,73400000,278990000,277670000,0,0,63462000,29613000,0,20299000,40067000,0,0,35154000,33471000,33171000,0,0,33509000,53865000,0,19051000,0,52643000,52832000,38533000,32860000,38368000,26409000,31021000,26094000,33462000,0,0,0,21616000,0,99040000
KIFC1,10463000000,149000000,94007000,0,112900000,269190000,297820000,59743000,68445000,98738000,62745000,36381000,172170000,21547000,442920000,379950000,659330000,726290,170650000,324070000,1397400000,1162200000,347740000,57756000,224100000,464600000,286900000,291120000,379840000,308740000,508140000,315280000,384550000,36125000,280840000,461130000,0,0,135830000
TPPP3,2649500000,24303000,13045000,0,19297000,79368000,133140000,0,0,21153000,0,0,21179000,0,61294000,117950000,265990000,0,0,0,97093000,69235000,0,12766000,0,195190000,188630000,115180000,288380000,238540000,297930000,137220000,86476000,0,30050000,110330000,0,0,25742000
ELOVL1,1973100000,18614000,51058000,85806000,89912000,107020000,82545000,71934000,75239000,99833000,0,0,60038000,0,69417000,51738000,37257000,0,24677000,0,32458000,45747000,64765000,115850000,85939000,47554000,43675000,39996000,49066000,29067000,35871000,50601000,64738000,85733000,0,3859700,0,166230000,86835000
DDA1,7482400000,74185000,144240000,151140000,140680000,123750000,158580000,119480000,223330000,146800000,67876000,172000000,212050000,313640000,198620000,240540000,405650000,0,217160000,380210000,406610000,331830000,217690000,150730000,235890000,317890000,138900000,263780000,186840000,152800000,147000000,276250000,152220000,166580000,82826000,232430000,195550000,199600000,137040000
KATNAL1,2697100000,98140000,0,26208000,63789000,81746000,49561000,138460000,79614000,51946000,17597000,86990000,0,0,80755000,123480000,103960000,0,110140000,42555000,113460000,69159000,29220000,30431000,97133000,137510000,148030000,119200000,76156000,103360000,109520000,70285000,88216000,27925000,19104000,148000000,32178000,84781000,38519000
HIRIP3,1727000000,101070000,81421000,0,20706000,32081000,38592000,15841000,18263000,114970000,18310000,14091000,96534000,16999000,68340000,27248000,120120000,0,34771000,95284000,60898000,74403000,35312000,9219800,41531000,108390000,88214000,0,52683000,0,45461000,31806000,21985000,20058000,16907000,137200000,9887400,18671000,39754000
HIGD2A,21549000000,953810000,853590000,385600000,539790000,953610000,901410000,681530000,196550000,533720000,698950000,166500000,882100000,0,577560000,579750000,709830000,0,501410000,619600000,786070000,400930000,702190000,555340000,703950000,458990000,246720000,389010000,347190000,384360000,377930000,516230000,446680000,504200000,667770000,1056500000,622530000,808880000,838480000
IFT27,22090000000,606220000,398140000,550930000,422790000,764610000,633690000,691060000,631510000,556380000,497310000,740720000,836000000,61724000,771850000,774330000,770270000,0,655810000,529640000,740660000,618560000,687910000,639700000,595490000,787760000,627040000,507410000,567030000,555150000,404080000,382460000,402370000,738880000,452080000,878990000,484150000,676530000,450960000
NUDT9,34968000000,910550000,954610000,1343800000,989060000,1057600000,900680000,1708200000,1281200000,1136800000,1007900000,1125400000,820040000,40230000,860660000,632410000,906050000,0,689340000,1101000000,1198600000,525050000,1048100000,974070000,1346800000,826130000,665170000,547140000,658730000,498540000,523700000,451500000,452100000,1290700000,660230000,1020900000,1698600000,2093100000,1023100000
TARS2,40726000000,1608700000,1508800000,1177600000,913530000,1385900000,1356100000,1528600000,1109000000,1563700000,1224000000,820350000,1400500000,526110000,797490000,1405600000,1365500000,0,912300000,663820000,833280000,986250000,541630000,1664600000,719670000,683890000,560280000,583190000,692630000,636870000,640200000,630080000,772540000,2013000000,1015000000,1542400000,1813700000,1596900000,1532600000
REPIN1,2244100000,66219000,80989000,85505000,68553000,95580000,63056000,22223000,81092000,116830000,95850000,54449000,71550000,0,49415000,42741000,66837000,0,0,99442000,78277000,56415000,85687000,88681000,117570000,51898000,21431000,0,0,51486000,0,0,0,85519000,53199000,87398000,73933000,141320000,90958000
RBM4,1.2961E+11,3364900000,3855500000,3538700000,3267400000,3973300000,4338100000,3903400000,3061000000,4614000000,3521700000,4059600000,2576800000,13837000,3731800000,3411500000,4361600000,0,2431500000,3388500000,5260400000,4061500000,3408000000,4015000000,3522600000,4007700000,3671900000,2753200000,3418600000,1871300000,2345500000,2880900000,2344900000,4972700000,2396100000,4112400000,4178000000,5509800000,3462900000
FUNDC2,3495700000,142620000,98387000,72102000,82307000,125360000,103680000,100090000,95669000,119010000,112520000,86161000,95700000,0,140130000,40760000,0,0,144290000,34987000,39681000,58851000,43308000,133660000,41356000,42933000,36835000,49230000,168260000,198970000,238830000,55244000,42569000,134650000,116620000,151770000,76400000,178780000,93941000
RPAP1,18233000000,608170000,497190000,540570000,461700000,479050000,285860000,538350000,378010000,601090000,390820000,493840000,633180000,158460000,568180000,449900000,653130000,0,276570000,451940000,462670000,649480000,682200000,628820000,671590000,516170000,563650000,493870000,622110000,245040000,298210000,547590000,539630000,587270000,270050000,287240000,416050000,811620000,473800000
SF3B5,1.1718E+11,3099000000,2643900000,3320400000,2825800000,3019200000,3744200000,3060900000,2987000000,3061100000,3051400000,2774800000,3154700000,1406700000,2503200000,3423800000,5036600000,396910,2392600000,3563000000,4710600000,3031300000,2439400000,2272200000,3972900000,4533000000,3977500000,2886500000,3553200000,2857900000,2960500000,2518600000,2559000000,3645300000,2181600000,3545100000,3724800000,4021800000,2722800000
SFXN3,45203000000,944060000,1662900000,1017800000,1134500000,1592300000,1599900000,1335000000,1307100000,1607900000,987570000,1045300000,1579800000,0,1681400000,1426800000,948800000,0,773030000,1432700000,759960000,926560000,1213700000,1215100000,1319100000,867950000,937640000,1012100000,1358800000,678330000,1062400000,960470000,749010000,1220300000,1457800000,1067500000,2327200000,2412900000,1579200000
SLC4A1AP,25010000000,786560000,639750000,682110000,631050000,647630000,608770000,641480000,693200000,663870000,601810000,963210000,908760000,0,923380000,624360000,685730000,0,466050000,1067400000,690350000,851720000,789270000,791350000,607760000,695020000,666680000,517920000,418930000,455260000,543650000,575060000,445470000,912810000,560090000,990130000,732970000,1028900000,501830000
BOC,197070000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94316000,92115000,0,10638000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSBP3;SSBP2,8704100000,180640000,211720000,175240000,133750000,334540000,220980000,122320000,124160000,137060000,101370000,219860000,0,0,297540000,225720000,482340000,0,304840000,252710000,1293600000,571100000,275160000,190340000,249280000,417640000,283990000,263810000,341690000,168690000,166300000,21582000,169830000,136460000,109990000,220340000,129170000,0,170400000
LSM14B,12088000000,190910000,259300000,174750000,229860000,315830000,421890000,434760000,326640000,363280000,339680000,231280000,210890000,0,393580000,414460000,569020000,0,267850000,406160000,709530000,601220000,328600000,223340000,364530000,581280000,439660000,282800000,435620000,273320000,255360000,230700000,224500000,329910000,286310000,225630000,143590000,289790000,312570000
TAPBPL,219720000,26311000,0,0,0,0,0,0,0,86287000,0,0,0,0,0,0,0,0,27345000,46202000,0,0,0,33572000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAM3,27835000000,466260000,870280000,65948000,280360000,740290000,1450200000,445480000,470920000,1096700000,425630000,588030000,584300000,422020000,1344500000,1304000000,911800000,0,443190000,788630000,683640000,823820000,443830000,405790000,426190000,536800000,925100000,820730000,1561600000,1084600000,1132300000,803640000,1169300000,822020000,1005800000,1240600000,213190000,460900000,576770000
HINT2,39689000000,194920000,482820000,1227000000,851750000,881670000,1068100000,1237700000,1085100000,1294100000,1202100000,2160700000,487780000,0,1263000000,904990000,1465000000,0,584040000,1316000000,1950800000,1161400000,905310000,1211600000,935010000,1591900000,1358900000,824660000,1306600000,745130000,1275100000,877180000,980370000,1248100000,335990000,595520000,1894400000,2423300000,361440000
OSBPL11,11749000000,460810000,278370000,293250000,326050000,257540000,207680000,253040000,227140000,327560000,218870000,220540000,379470000,42348000,443050000,295240000,345410000,0,223070000,334070000,429570000,527250000,332930000,322800000,358800000,526980000,393050000,293400000,407050000,319780000,261770000,314300000,275580000,276080000,392890000,383120000,185840000,354650000,259220000
OSBPL10,7693200000,77992000,249680000,358860000,303060000,174720000,308930000,348020000,315750000,302680000,267470000,214980000,139120000,86738000,264630000,103640000,219210000,0,99316000,172070000,101280000,216400000,337190000,272660000,255460000,284240000,206470000,93900000,248800000,44456000,63727000,210190000,230670000,211450000,93408000,195540000,188720000,242780000,189030000
BBS2,1060200000,23572000,35616000,18787000,24802000,14127000,27819000,20402000,12655000,24851000,0,25782000,36473000,0,25288000,22649000,65604000,0,25158000,8475400,61361000,80254000,33180000,21254000,37012000,67863000,50274000,30099000,34555000,36656000,10829000,15332000,0,16525000,40149000,27767000,4973600,52600000,27445000
RAB11FIP5,11733000000,285110000,422080000,502130000,478100000,306800000,302160000,579020000,465100000,520550000,471930000,292140000,342900000,90205000,416210000,250250000,236290000,0,91528000,155750000,250840000,202410000,345450000,320730000,337760000,314780000,293610000,209480000,275160000,169890000,141640000,261080000,239380000,365690000,185190000,210460000,523540000,563600000,314260000
TMEM120A,2813600000,102760000,108340000,77821000,85052000,122540000,35150000,53765000,69193000,56593000,76657000,84983000,106690000,0,80867000,105520000,64649000,0,40826000,54758000,36333000,56980000,75386000,96046000,85448000,89528000,68322000,36533000,66798000,54426000,62075000,64789000,62585000,90440000,102980000,72891000,110300000,173070000,82481000
NAA15,1.9562E+11,6744000000,5740400000,4809100000,5455100000,5450500000,4607500000,4510400000,4946800000,5064300000,4278400000,5199000000,5032200000,1138600000,7216100000,5102200000,5978000000,0,3812400000,4832700000,4291300000,5967200000,5955300000,5598400000,5548900000,6258300000,5267600000,4677400000,5381200000,4154900000,5384700000,6859500000,6220600000,5091800000,4853500000,5994900000,5149200000,7470800000,5573100000
BCL2L13,31457000000,790220000,1275500000,1169500000,1206900000,1039100000,1081900000,1289600000,768430000,1348300000,1051200000,549950000,846720000,42709000,555650000,871500000,811090000,0,799520000,966750000,1326500000,836000000,654510000,791930000,741350000,967940000,846900000,804720000,769450000,368820000,428860000,345380000,496240000,1000800000,733110000,673660000,1247700000,871660000,1086600000
SLC12A9,1909100000,41300000,29839000,54752000,60897000,30706000,26188000,25040000,45089000,434290000,20644000,48587000,48741000,0,32049000,69576000,25600000,0,36454000,39257000,44463000,50441000,65989000,31072000,61099000,28338000,54036000,25277000,31123000,50541000,49139000,67371000,54531000,26743000,25646000,52762000,27322000,60294000,33876000
SRRT,2.1758E+11,6534500000,5799000000,5654200000,5746600000,6260600000,6895300000,5732400000,5083400000,5891500000,5986700000,5383100000,6819800000,1500500000,6038000000,6555900000,6897700000,10066000,3902200000,6204400000,10467000000,7658900000,5768700000,6097700000,5934500000,6902300000,5469300000,5126700000,6587600000,4187800000,4089400000,4811700000,4342600000,5827300000,4970200000,7743300000,6227100000,6668100000,5802400000
QTRT1,3061800000,94266000,78382000,85259000,82980000,80518000,117590000,84444000,29469000,72647000,63327000,43047000,121120000,0,124400000,40042000,160160000,0,31331000,140790000,0,120740000,113900000,122160000,147990000,59660000,132150000,29174000,43647000,40929000,49334000,118220000,51538000,88549000,110540000,48789000,146710000,116510000,71521000
COL25A1,8280800000,0,786810000,35509000,115560000,36717000,709620000,113730000,103880000,0,313200000,161600000,0,98805000,1213200000,64179000,86506000,0,1588900,5411300,48492000,173800000,181190000,716980000,224470000,293780000,94303000,66419000,253100000,79477000,142340000,21573000,17877000,0,470670000,662560000,10240000,238750000,738540000
AP1M1,1.2497E+11,3284900000,3900800000,3215600000,3601900000,3020300000,3527700000,3468800000,3498300000,3070500000,3745800000,3574600000,3061700000,79383000,3744900000,3334500000,3504400000,0,2115700000,3017300000,2970900000,4314000000,4061700000,4382400000,3437900000,4064500000,2959600000,3064400000,3808100000,3301700000,3328100000,4090500000,3848600000,3653000000,2950600000,2475300000,3932700000,3785600000,3770300000
NUSAP1,9656500000,58306000,72166000,0,109560000,186500000,288560000,118000000,33846000,83792000,59131000,152190000,143080000,66608000,345660000,323960000,501790000,0,560280000,1202200000,736090000,711390000,305860000,19949000,301090000,292470000,158370000,206210000,581080000,428960000,318080000,249000000,253320000,6762900,200780000,399280000,0,28254000,153940000
TEX15,4547000000,93176000,49831000,32237000,483440000,0,420590000,82308000,48987000,35733000,23211000,32007000,76592000,0,55725000,0,58990000,0,441430000,43455000,78490000,83074000,720740000,142020000,33187000,86134000,81683000,39211000,51628000,37773000,96658000,33156000,63649000,127860000,64629000,81952000,0,29751000,717710000
OSBPL1A,13715000000,436270000,470200000,167080000,274540000,385600000,307080000,504190000,418200000,371760000,285520000,485080000,441270000,16051000,506860000,450270000,604380000,0,111920000,176210000,508220000,456090000,476300000,611070000,231530000,421830000,423930000,156340000,105910000,174410000,277940000,263910000,218880000,526620000,382070000,417890000,553360000,598910000,497480000
CECR5,74353000000,1643800000,2365800000,2380000000,1973000000,2383200000,2255800000,1884500000,1126100000,2219900000,1833400000,3037800000,2408100000,681490000,2696200000,1608100000,2207100000,0,1029600000,1437100000,2688600000,2867700000,1579900000,2988700000,1694600000,2302400000,1728900000,1145000000,2039000000,1142600000,1302600000,1650500000,1366500000,2771400000,1193200000,2005300000,2683000000,3718700000,2312700000
FANCD2,2052800000,14417000,45065000,0,47308000,60081000,42359000,38748000,22344000,18833000,38577000,34670000,0,0,84343000,96676000,182790000,0,95648000,136480000,161160000,239630000,99852000,19200000,10901000,66967000,69572000,34972000,77749000,52974000,75380000,0,53197000,0,35954000,44351000,0,24625000,27991000
EMILIN2,2184200000,37672000,6998900,146470000,491530000,0,0,0,0,0,0,284670000,59727000,0,71381000,0,9585600,0,151120000,286190000,0,0,23570000,76404000,30599000,11053000,0,0,0,7907300,0,0,0,89318000,13645000,0,212060000,174310000,0
MAK16,2050700000,100800000,65426000,16005000,60155000,63608000,46677000,12524000,15253000,26125000,16509000,76621000,93645000,0,103600000,76533000,103950000,0,53901000,83089000,63831000,93780000,92290000,15740000,61733000,103180000,27548000,89442000,78540000,57039000,34814000,32892000,22185000,20780000,86140000,92200000,17891000,24407000,21870000
EBPL,1002600000,57071000,51003000,35335000,43000000,38022000,42166000,37497000,37507000,40195000,34476000,36361000,55611000,0,0,23014000,28376000,0,7529300,0,28704000,25829000,27487000,38505000,22965000,0,0,19628000,0,0,3455500,0,0,52333000,40505000,48404000,40692000,45754000,41199000
SCAPER,2777700000,44837000,69325000,65962000,68813000,100730000,60448000,61592000,57493000,82336000,43188000,63348000,72869000,0,69463000,67326000,87312000,0,22392000,69407000,81444000,104770000,67412000,37485000,83612000,337500000,70164000,84936000,86586000,74112000,75760000,98391000,67794000,85117000,39383000,70281000,54813000,97153000,54172000
ITPA,65931000000,2055300000,1855000000,2055200000,1645500000,1892500000,1772000000,1006900000,790480000,1654600000,1532100000,2024600000,2375700000,0,2420800000,2292100000,1373100000,623940,1442200000,1526300000,3149700000,3272500000,1887700000,1637500000,1125400000,1870600000,2426900000,1611000000,1988900000,1303100000,1219600000,2733300000,2083100000,1620600000,2112200000,2639600000,938240000,1125200000,1471400000
EIF2A,61764000000,2014300000,1875200000,1367400000,1453400000,1748200000,1571300000,1549000000,1249100000,1840300000,1648000000,1173500000,2072400000,143840000,1490600000,1648700000,1805600000,0,1186400000,1214800000,1666700000,2105000000,1624700000,1839800000,1928800000,2067300000,1642100000,1693600000,1919000000,1313300000,1519700000,1856600000,1564200000,1922500000,1909100000,1863900000,1952100000,2315600000,2007800000
PECR,2469000000,60792000,67762000,58918000,46398000,63131000,26290000,78719000,95700000,112720000,46068000,84629000,25901000,0,127380000,65095000,74716000,0,76392000,131490000,69126000,132320000,71260000,67612000,82182000,24501000,0,51676000,12702000,32443000,37579000,141130000,53798000,93200000,61448000,48009000,161890000,63946000,22048000
CADM1,13920000000,136170000,91871000,175410000,595930000,308100000,365080000,97740000,71186000,111550000,104150000,512660000,194890000,84007000,493260000,379390000,668570000,0,257120000,412980000,1671800000,1226600000,408270000,156160000,354480000,326070000,525460000,289340000,410010000,635120000,697150000,539180000,315840000,119260000,304540000,513090000,123380000,88298000,155910000
POLDIP3,33110000000,952230000,953680000,606570000,594510000,1009800000,927990000,848360000,745880000,974700000,798100000,749450000,1052900000,145010000,1076900000,1062400000,1399600000,0,630400000,1032900000,1012200000,1488900000,1192000000,564120000,1096100000,1147300000,905820000,781810000,934640000,713000000,739410000,816180000,732230000,816540000,716080000,1039000000,861090000,1094700000,897560000
KIAA1671,6223600000,216790000,198580000,232570000,311510000,170620000,56681000,182430000,189060000,149560000,188110000,175010000,213060000,0,184910000,141260000,138600000,0,110060000,187770000,174990000,47115000,250170000,258830000,117180000,174890000,217290000,79987000,158120000,47833000,59173000,125500000,116450000,217830000,128720000,279700000,230970000,333030000,159200000
GNB1L,2600300000,31481000,42450000,74879000,74773000,40861000,36909000,26410000,12443000,12164000,56204000,52932000,24382000,0,60691000,89111000,189410000,0,49078000,54259000,156840000,202570000,112960000,26280000,82602000,177550000,237110000,46255000,47621000,40069000,63892000,78076000,66290000,36646000,118860000,85209000,34359000,26673000,31960000
FUT8,3652600000,89323000,95684000,83003000,206900000,119930000,128110000,44483000,37356000,130670000,121260000,20953000,123650000,0,91116000,62894000,119780000,0,98997000,94782000,81031000,150730000,197520000,64373000,154450000,280700000,216880000,49568000,104780000,83685000,15040000,79452000,15786000,37851000,49862000,73758000,76774000,144740000,106790000
MRPL32,11675000000,457600000,310260000,381280000,371250000,453990000,303550000,444360000,356830000,337030000,359650000,377760000,480730000,0,379320000,367020000,166380000,0,230990000,359330000,131680000,395280000,121270000,441300000,19806000,368990000,332750000,291870000,161960000,63576000,204140000,232810000,214800000,391100000,286100000,250560000,512040000,700450000,416960000
MRPL20,9677400000,217160000,261120000,201670000,239050000,272940000,224850000,205970000,214690000,237070000,236030000,132560000,174560000,147650000,286000000,274460000,318650000,0,147970000,225970000,263220000,477410000,245610000,254420000,237370000,394890000,299870000,197730000,369660000,290040000,360470000,448160000,382390000,275900000,178410000,232550000,279000000,246420000,225510000
MRPL13,51233000000,1082700000,1207000000,1487400000,1336200000,1412600000,1350600000,1770600000,1120400000,1699600000,1454400000,1918100000,1741400000,253070000,1810300000,1411000000,1635100000,319470,1052500000,1573100000,1324400000,1442100000,1494400000,1642400000,1456100000,1547100000,1382000000,1128300000,1151900000,931260000,1096900000,1149900000,880980000,1401200000,1091600000,1411200000,1636000000,2232100000,1516100000
MRPL9,21766000000,740210000,572070000,517380000,596350000,592980000,451000000,633410000,588460000,497810000,648620000,553770000,531960000,154400000,520650000,649040000,648820000,0,461940000,511990000,502630000,716980000,408100000,661390000,432370000,789810000,704850000,693380000,707010000,682710000,895800000,824220000,972730000,649460000,406780000,262350000,441330000,602770000,540550000
MRPL4,23496000000,716310000,895390000,324560000,745800000,861450000,691380000,355490000,710340000,806240000,719880000,802120000,1078400000,0,463830000,840000000,928910000,0,417440000,614240000,333170000,880190000,363190000,837040000,493970000,691060000,166150000,237090000,931360000,234300000,574940000,545650000,656330000,448340000,789590000,740830000,802150000,1205800000,592860000
MRPL1,16329000000,582500000,490060000,511000000,326980000,448740000,468040000,532870000,375440000,563150000,502300000,595750000,563310000,0,672230000,540530000,244440000,0,341840000,468850000,232240000,475120000,503270000,583470000,387950000,428480000,426660000,182770000,591480000,388460000,434630000,417820000,359400000,522730000,315790000,461760000,414450000,432100000,542090000
NIFK,33337000000,973560000,1166100000,787200000,857520000,877420000,972470000,713930000,772380000,1096600000,1005400000,1304200000,1128800000,390540000,1050600000,1213800000,924190000,0,638490000,1091700000,589380000,849990000,1114000000,1320000000,955680000,810290000,669020000,692760000,646100000,464630000,641750000,778170000,764430000,1075800000,1098400000,765450000,827730000,1176400000,1132000000
PARD6G,398420000,0,12955000,0,0,0,0,0,0,0,0,0,20614000,0,0,0,48006000,0,0,0,41894000,0,0,0,0,41408000,58082000,0,54756000,27461000,0,42657000,0,0,0,20631000,0,0,29960000
PARD6B,11753000000,402910000,461780000,340900000,447980000,401160000,339670000,455080000,397530000,390980000,234080000,441490000,301790000,0,94759000,195770000,285230000,0,99288000,287560000,411090000,355600000,318900000,420790000,407850000,254970000,365300000,199010000,243450000,143690000,143770000,81177000,113190000,399310000,330150000,373550000,554640000,590630000,467720000
HELZ2,368870000,39168000,17480000,0,0,0,0,15742000,11248000,15340000,0,0,42566000,0,11426000,0,10702000,0,0,21182000,0,16445000,18245000,0,42179000,0,14105000,0,0,12647000,11913000,17086000,0,0,19937000,0,0,0,31457000
RBCK1,8515400000,299380000,335360000,158400000,187330000,370580000,242800000,251340000,266280000,296680000,237920000,167750000,327000000,175990000,247620000,341400000,203350000,0,174750000,343540000,85591000,154490000,186740000,213220000,294630000,256980000,59133000,62605000,142370000,188130000,32152000,130220000,120520000,299000000,218480000,358900000,349210000,458110000,277470000
SRXN1,17941000000,360360000,551300000,926380000,662860000,307160000,249610000,1338100000,1246800000,891410000,751880000,704640000,413980000,0,405460000,270500000,205120000,0,142600000,205750000,248090000,136170000,346120000,873190000,328120000,316540000,231090000,141070000,214290000,95789000,131300000,277760000,264010000,1040500000,294500000,351760000,1090400000,1370300000,556350000
MRPS26,28540000000,572380000,568010000,805840000,813240000,627990000,740250000,740050000,817690000,554300000,796630000,1291500000,528390000,170840000,792450000,778540000,926850000,0,563940000,946270000,1074200000,968850000,866190000,796350000,784670000,899900000,970310000,605930000,828880000,713390000,422400000,540760000,552500000,859220000,559590000,1025900000,932830000,1395600000,707050000
WNK3,6964200000,182740000,121110000,149300000,193020000,272560000,332480000,187000000,208250000,228590000,304070000,198550000,192270000,0,355860000,156500000,99563000,0,85646000,196650000,142250000,109600000,213920000,340280000,270550000,85426000,73227000,179900000,155950000,97321000,89589000,132390000,75580000,360270000,117540000,146390000,284870000,358850000,266110000
NLN,1.205E+11,3250300000,3164300000,4370900000,3627000000,2912800000,2973700000,3473400000,2824000000,3881900000,3699900000,3803400000,3871800000,178980000,3720300000,3395900000,3156000000,0,1833600000,2861300000,2653800000,2764300000,3737100000,4378400000,3470900000,3578400000,2930900000,2595700000,3693300000,2246900000,2762700000,3321100000,3082200000,3705100000,3353400000,4096900000,3569200000,3682900000,3878300000
TRIM54,3361700000,43090000,0,0,0,96210000,71956000,0,0,71743000,0,0,50438000,0,82941000,210820000,237190000,0,0,0,15269000,0,0,35345000,0,194270000,138360000,265780000,301120000,262390000,307970000,309800000,272130000,17618000,75166000,279170000,0,0,22917000
TRIM55,7585200000,122740000,103370000,32665000,48350000,236190000,463400000,52903000,41939000,103500000,130400000,62815000,183960000,13240000,441080000,443250000,371950000,0,17525000,23811000,52236000,0,38269000,26946000,55848000,265880000,386240000,416080000,999600000,316640000,393280000,676550000,408590000,23360000,139850000,293420000,35846000,51616000,111890000
CEP41,6134200000,38513000,32055000,78340000,192530000,125380000,179410000,140590000,219290000,142230000,82581000,329960000,0,64151000,142750000,213160000,283570000,0,176240000,389640000,415070000,326530000,259860000,144340000,227320000,337000000,215790000,116230000,264800000,118900000,47111000,104810000,191610000,157530000,22343000,80485000,68686000,177210000,28181000
SETD2,4309500000,159910000,91382000,87654000,79815000,91369000,178590000,58560000,74284000,223790000,120080000,62503000,169500000,0,93808000,120530000,64172000,0,113760000,103140000,168560000,174710000,69364000,191400000,87966000,183630000,176470000,65766000,107960000,133970000,161400000,49703000,14294000,113550000,156500000,232640000,108800000,111970000,107990000
TBC1D2,3057100000,10238000,78087000,302160000,396570000,57533000,0,156930000,97536000,126220000,243600000,18232000,8852300,0,48818000,34654000,35725000,0,55696000,65410000,0,0,68806000,0,220320000,156200000,99088000,39075000,34525000,0,24688000,107070000,59256000,29001000,28536000,50020000,166140000,145460000,92627000
